CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50122434,FIESTA LOUNGE & RESTAURANT,Bronx,4640,3 AVENUE,10458,9174593630,Spanish,2024-08-23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,26,B,2024-08-23,2025-09-18,Cycle Inspection / Re-inspection,40.856413417701,-73.891001303829,206,15,038700,2011702,2030550056,BX06,
50067401,GINGER & LEMONGRASS LES,Manhattan,153,RIVINGTON STREET,10002,6468761237,Southeast Asian,2023-10-19,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,7,A,2023-10-19,2025-09-18,Cycle Inspection / Re-inspection,40.719218426135,-73.985569988201,103,01,001402,1004173,1003480016,MN28,
41262775,KELLY'S,Manhattan,12,AVENUE A,10009,2123881464,Irish,2025-02-04,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,,,2025-09-18,Cycle Inspection / Re-inspection,40.722652182392,-73.985991341534,103,02,003002,1084885,1003977502,MN22,
50066413,SARITA'S MAC & CHEESE,Manhattan,197,1 AVENUE,10003,2123587917,American,2025-08-15,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24,,,2025-09-18,Cycle Inspection / Initial Inspection,40.730101143043,-73.983474927753,103,02,004000,1006498,1004540045,MN22,
50100556,GRAB AND GO,Manhattan,20,WEST   47 STREET,10036,6462610405,Jewish/Kosher,2023-06-28,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,9,A,2023-06-28,2025-09-18,Cycle Inspection / Initial Inspection,40.75702661736,-73.979479659974,105,04,009600,1034341,1012620048,MN17,
50125902,REX,Manhattan,864,10 AVENUE,10019,6465100943,Coffee/Tea,2023-06-16,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,39,C,2023-06-16,2025-09-18,Pre-permit (Operational) / Re-inspection,40.768844081943,-73.988739781731,104,06,013900,1026876,1010660064,MN15,
41105572,KABU,Queens,8509,NORTHERN BOULEVARD,11372,7184298113,Latin American,2022-08-10,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,12,A,2022-08-10,2025-09-18,Cycle Inspection / Initial Inspection,40.755873021753,-73.882388156304,403,25,033700,4034689,4014150045,QN28,
41649657,ABYSSINIA ETHIOPIAN RESTAURANT,Manhattan,268,WEST  135 STREET,10030,2122812673,Ethiopian,2022-10-03,Violations were cited in the following area(s).,20-01,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,2025-09-18,Administrative Miscellaneous / Initial Inspection,40.8162200075,-73.945909434014,110,09,022800,1058855,1019400060,MN03,
50017241,6B,Manhattan,60,EAST   42 STREET,10165,2129222110,American,2022-08-04,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,30,,,2025-09-18,Cycle Inspection / Initial Inspection,40.752525062052,-73.978661737793,105,04,008200,1035335,1012760042,MN20,
50113707,MAMAN,Manhattan,211,WEST BROADWAY,10013,6468828682,Mediterranean,2022-11-29,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,33,,,2025-09-18,Cycle Inspection / Initial Inspection,40.718933692611,-74.006522337337,101,01,003300,1079278,1001787502,MN24,
41646302,EAST GARDEN,Queens,3110,36TH AVE,11106,7187291188,Chinese,2024-11-27,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,38,C,2024-11-27,2025-09-18,Cycle Inspection / Re-inspection,40.756485341739,-73.929581690816,401,26,005100,4007904,4006000030,QN68,
50074796,POPEYES,Bronx,1380,JEROME AVENUE,10452,7187360999,Chicken,2024-12-11,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,2024-12-11,2025-09-18,Cycle Inspection / Initial Inspection,40.839843890681,-73.917946160291,204,16,022101,2008073,2028420001,BX63,
50110345,EL MANJAR DOMINICANO,Brooklyn,141,INDIA STREET,11222,3475645057,Spanish,2025-07-02,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,2025-07-02,2025-09-18,Cycle Inspection / Initial Inspection,40.732374052945,-73.954107074396,301,33,057500,3064313,3025330001,BK76,
40483195,THE JOYCE THEATER,Manhattan,175,EIGHTH AVENUE,10011,2126919740,American,2018-12-18,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,,,2025-09-18,Cycle Inspection / Initial Inspection,40.742750205328,-74.000346443073,104,03,008900,1013110,1007420039,MN13,
50107169,"YARD HOUSE #8389",Manhattan,575,7 AVENUE,10018,6464342448,American,2024-08-16,Establishment re-opened by DOHMH.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18,C,2024-08-16,2025-09-18,Cycle Inspection / Reopening Inspection,40.755136642629,-73.987597910344,105,03,011300,1022569,1009930055,MN17,
50138927,DOMINOS,Queens,8615A,ROCKAWAY BEACH BLVD,11693,3473857023,Pizza,2023-08-31,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,2025-09-18,Administrative Miscellaneous / Initial Inspection,40.587520543068,-73.811477741597,414,32,094203,4303596,4161310010,QN12,
50045504,TABLE 40 PIZZERIA AND CAFE,Brooklyn,4001,13 AVENUE,11218,9292345444,Jewish/Kosher,2023-05-15,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,21,,,2025-09-18,Cycle Inspection / Initial Inspection,40.639971443183,-73.986956408341,312,39,023000,3123229,3052970007,BK88,
50122179,MSMA PUEBLA,Bronx,3465,EAST TREMONT AVENUE,10465,7187926262,Mexican,2023-10-25,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,56,,,2025-09-18,Cycle Inspection / Initial Inspection,40.831940123414,-73.827318570187,210,13,016400,2090314,2054190156,BX52,
41049808,WAGNER COLLEGE - MAIN DINING   HALL,Staten Island,631,HOWARD AVENUE,10301,7184204275,American,2025-07-18,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,24,,,2025-09-18,Cycle Inspection / Initial Inspection,40.616129810903,-74.095248932174,501,49,004700,5147163,5006200001,SI08,
50037940,MOCHA BURGER,Manhattan,496,LAGUARDIA PLACE,10012,9174201036,Jewish/Kosher,2022-05-17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,60,,,2025-09-18,Cycle Inspection / Initial Inspection,40.727354822089,-73.999567046589,102,02,006500,1008281,1005257502,MN23,
50034221,AA CHINESE RESTAURANT,Bronx,214,EAST BURNSIDE AVENUE,10457,7182992218,Chinese,2023-02-01,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,16,B,2023-02-01,2025-09-18,Cycle Inspection / Re-inspection,40.852046429583,-73.903128701996,205,15,023502,2007761,2028130013,BX41,
50012615,PARK HYATT NEW YORK,Manhattan,153,WEST   57 STREET,10019,6467741234,American,2024-05-28,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13,A,2024-05-28,2025-09-18,Cycle Inspection / Initial Inspection,40.765173013429,-73.979220830232,105,06,013700,1088565,1010107506,MN17,
50064056,PORTO SALVO,Bronx,424,EAST  161 STREET,10451,9293767866,Italian,2022-12-22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,,,2025-09-18,Cycle Inspection / Initial Inspection,40.823909742434,-73.912950759917,203,17,014100,2001494,2023820015,BX35,
41320931,RICH VILLAGE RESTAURANT,Brooklyn,6009,7 AVENUE,11220,7182388628,Chinese,2023-04-06,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,,,2025-09-18,Cycle Inspection / Initial Inspection,40.63669155578,-74.011875568196,307,38,011800,3143586,3057850007,BK34,
50009134,SPRING GARDEN RESTAURANT,Brooklyn,2689,ATLANTIC AVENUE,11207,7183424865,Chinese,2025-03-03,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,5,A,2025-03-03,2025-09-18,Cycle Inspection / Initial Inspection,40.675891771638,-73.895108127678,305,37,119800,3083315,3036710037,BK82,
50128465,NEW SKY DRAGON RESTAURANT,Manhattan,2135,2 AVENUE,10029,6466494708,Chinese,2022-10-17,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,24,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.793007853065,-73.940702500434,111,08,018000,1052443,1016590027,MN34,
50100597,MIRANDA CAFE,Queens,5124B,NORTHERN BLVD,11377,3472079345,American,2022-12-21,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,,2025-09-18,Cycle Inspection / Initial Inspection,40.75315724411,-73.908127639449,402,26,025500,4519661,4011920001,QN63,
50122544,FRIENDSHIP BBQ,Queens,13676,39TH AVE,11354,3475423909,Korean,2023-03-16,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",Critical,30,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.760818897585,-73.82788269469,407,20,087100,4112497,4049800035,QN22,
50111681,CHAI AUTHENTIC BEIJING CUISINE,Manhattan,353,WEST   46 STREET,10036,6466698299,Chinese,2024-04-25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A,2024-04-25,2025-09-18,Cycle Inspection / Re-inspection,40.760417739497,-73.989398184962,104,03,012700,1025082,1010370109,MN15,
50107108,SITA THAI KITCHEN,Manhattan,3609A,BROADWAY,10031,6469015623,Thai,2022-08-09,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,0,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.828635822501,-73.948847884257,109,07,023300,,1,MN04,
50040484,ELEMENT HOTEL TIME SQUARE,Manhattan,309,WEST   39 STREET,10018,2126430770,American,2024-06-21,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,8,A,2024-06-21,2025-09-18,Cycle Inspection / Initial Inspection,40.755578923507,-73.991763167294,104,03,011500,1088523,1007630028,MN15,
50032753,AGAVI ORGANIC JUICEBAR,Manhattan,72,EAST    7 STREET,10003,2123908042,"Juice, Smoothies, Fruit Salads",2025-04-17,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20,,,2025-09-18,Cycle Inspection / Initial Inspection,40.727389741423,-73.986766050405,103,02,003800,1006277,1004480020,MN22,
