_id,APPLICATION#,APPLICATION_TYPE,DATE_SUBMITTED,DESCRIPTION,HEARING_DATE,POSTAL,REFERENCE_FILE#,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,X,Y
865087,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,SERGIO MARCHI,11,ST,303084.82899999997,4843155.708000001
865088,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,SERGIO MARCHI,9,ST,303098.648,4843158.848999999
865089,10 170538 NNY 15 SB,SB,2010-05-06,"Proposed Phase 1 Subdivision of the Lawrence Heights Redevelopment includes the provision of new pulbic streets, and a public park.  Cross Reference OPA/Rezoning file 10 140382 NNY 15 OZ and Rental Housing Demolition File 10 140409 NNY 00 RH.",,M6A,,Draft Plan Approved, ,VARNA,111,DR,309229.964,4842378.819
865090,16 124589 NNY 15 SB,SB,2016-03-07,"Draft Plan of Subdivision for Phase 1b of the Lawrence Heights Revitalization. Municipal address will 1 Leila Lane.  Application proposes the creation of a development block, a new public street and a new public park.  Please also see file 10 140382 NNY 15 OZ and 10 170538 NNY SB",,M6A,,Closed, ,VARNA,111,DR,309229.964,4842378.819
865091,17 112623 NNY 15 SB,SB,2017-02-03,"Lawrence Heights Phase 1 - Toronto Community Housing Corporations.  Draft plan of subdivision application for the North East District of phase 1 of the Lawrence Heights revitalization.  The application proposes the creation of new public roads, private development blocks and a new public park.  Please also see applications 10 140382 NNY 15 OZ and 10 170538 NNY 15 SB.   ",,M6A,,Under Review , ,VARNA,111,DR,309229.964,4842378.819
865092,10 140382 NNY 15 OZ,OZ,2010-03-26,Lawrence Heights Phase 1 - Toronto Community Housing Corporations.  The application is to amend the official plan and zoning by-law for phase 1 of the revitalization of Lawrence Heights.  ,,M6A,,Closed, ,VARNA,113,DR,309222.642,4842380.445
865093,10 170538 NNY 15 SB,SB,2010-05-06,"Proposed Phase 1 Subdivision of the Lawrence Heights Redevelopment includes the provision of new pulbic streets, and a public park.  Cross Reference OPA/Rezoning file 10 140382 NNY 15 OZ and Rental Housing Demolition File 10 140409 NNY 00 RH.",,M6A,,Draft Plan Approved, ,VARNA,113,DR,309222.642,4842380.445
865094,16 124589 NNY 15 SB,SB,2016-03-07,"Draft Plan of Subdivision for Phase 1b of the Lawrence Heights Revitalization. Municipal address will 1 Leila Lane.  Application proposes the creation of a development block, a new public street and a new public park.  Please also see file 10 140382 NNY 15 OZ and 10 170538 NNY SB",,M6A,,Closed, ,VARNA,113,DR,309222.642,4842380.445
865095,17 112623 NNY 15 SB,SB,2017-02-03,"Lawrence Heights Phase 1 - Toronto Community Housing Corporations.  Draft plan of subdivision application for the North East District of phase 1 of the Lawrence Heights revitalization.  The application proposes the creation of new public roads, private development blocks and a new public park.  Please also see applications 10 140382 NNY 15 OZ and 10 170538 NNY 15 SB.   ",,M6A,,Under Review , ,VARNA,113,DR,309222.642,4842380.445
865096,10 140382 NNY 15 OZ,OZ,2010-03-26,Lawrence Heights Phase 1 - Toronto Community Housing Corporations.  The application is to amend the official plan and zoning by-law for phase 1 of the revitalization of Lawrence Heights.  ,,M6A,,Closed, ,CATHER,57,CRES,309480.071,4842347.42
865097,08 218043 000 00 MV,MV,2008-10-31,To reallocate space within the 42-storey mixed-use development (currently under consruction) comprised of a 6-storey institutional and commercial component (to be occupied by the Toronto International Film Festival Group Inc.) and a 36-storey residential condominium tower.,2009-01-21,   ,A0040/09TEY,Closed,W,KING,358,ST,,
865098,13 157667 000 00 MV,MV,2013-04-26,"The applicant is seeking relief from the provisions of the Zoning By-law to permit the use of street yard parking.  This property was severed in 2006, the parking space  was proposed to be accessed from the laneway running behind the commercial properties that front Kingston Road, between Eastville Avenue and Brooklawn Avenue.  Since that time, a parking space was built in the street yard and the new owners would like to legalize it.",2013-06-11,M1M,A108/13SC,Closed, ,BROOKLAWN,152,AVE,326072.522,4842167.531
865099,12 227017 000 00 MV,MV,2012-08-10,To construct a six-storey non-residential podium containing office and retail uses.,2012-10-03,M5H,A0618/12TEY,Closed,W,ADELAIDE,40,ST,314506.21,4834295.692
865100,12 227027 000 00 MV,MV,2012-08-10,To construct a six-storey non-residential podium containing office and retail uses.,2012-10-03,M5H,A0619/12TEY,Closed,W,ADELAIDE,40,ST,314506.21,4834295.692
865101,20 152408 STE 19 MV,MV,2020-06-04,,2022-01-01,M4E,A0460/20TEY,Accepted, ,ENDERBY,108,RD,320721.922,4838117.0030000005
865102,12 117054 000 00 MV,MV,2012-02-03,"The applicant is proposing to permit a chiropractic use at the ground level within the existing six (6) storey residential condominium which includes ground floor commercial uses on the above noted property.  Chiropractic uses are identified as a professional medical office as defined in the Zoning By-law as amended.  Please note the following uses are permitted within the existing building; retail uses, service shops, personal service shops, business offices and professional offices.  No new development is being proposed.",2012-04-25,M3H,A077/12NY,Closed,W,SHEPPARD,800,AVE,,
865103,18 270479 STE 19 MV,MV,2018-12-20,To alter the existing two-storey detached house by adding a secondary suite and constructing a rear two-storey addition with a rear ground floor deck.,2019-05-30,M4B,A1210/18TEY,Closed, ,ADAIR,66,RD,320997.614,4841055.1
865104,08 101257 000 00 MV,MV,2008-01-08,"To construct a 12 storey, 110 unit, residential building.",2008-04-02,M5B,A0305/08TEY,Closed, ,CARLTON,90,ST,314593.469,4835597.818
865105,09 108251 000 00 MV,MV,2009-02-10,"This site was rezoned ME (Mixed Employment) in 2003 and is being developed in phases through plans of condominium.  Each phase, as developed, was treated as a separate parcel requiring the by-law's regulations to be calculated and applied separately.  The applicant now proposes to complete the development of the remainder of the lands, identified as Parts 5 and 6 on Reference Plan 66R-19597 (filed with the application), with a three-storey office building fronting on Silver Star Boulevard and two, single-storey commercial buildings fronting on Midland Avenue.  The applicant is also proposing outdoor patios in conjunction with two restaurants within commercial buildings already constructed that front on McNicoll Avenue and is requesting that the remainder of the development phases be dealt with collectively.  The site, although divided, will operate as one parcel through mutual easements.",2009-03-10,   ,A026/09SC,Closed, ,MCNICOLL,2190,AVE,321283.826,4852553.026000001
865106,20 160786 STE 12 OZ,OZ,2020-06-26,"A proposal to amend the Zoning By-law to allow for a 21 and 23-storey residential building connected by a 5-8 storey podium element with a total of 634 residential units and a gross floor area of approximately 39,003 square metres.",,M5P,,Under Review , ,MONTCLAIR,67,AVE,311740.572,4838377.041
865107,10 321108 STE 19 SA,SA,2010-12-30,Site Plan approval application for new 25 storey mixed use building - 386 residential units - 526 parking spaces in 3 levels of underground parking - 427.8m2 commercial at grade. ,,   ,,Closed, ,EAST LIBERTY,45,ST,,
865108,10 321245 000 00 CO,CO,2010-12-30,To obtain consent to the creation of an access easement.,2011-02-09,   ,B0125/10TEY,Closed, ,EAST LIBERTY,45,ST,,
865109,08 221300 000 00 MV,MV,2008-11-13,"To alter the approved residential condominium towers fronting onto The Queensway, as approved by City Council, under By-law 708-2001.  Three additional storeys will be constructed within the tower located on Block C and two additional storeys will be constructed within the tower on Block D.",2008-12-11,   ,A577/08EYK,Closed, ,WINDERMERE,3,AVE,,
865110,10 129085 000 00 CO,CO,2010-03-09,"Section 57(1) of The Planning Act allows the assignment of authority to the Secretary-Treasurer, Committee of Adjustment or his/her designate to approve a Validation of Title.",2010-04-12,M8Z,B21/10EYK,Closed, ,THE QUEENSWAY,1604, ,301105.732,4830898.834
865111,09 156687 WET 05 SA,SA,2009-08-12,"Proposed renovations to existing retail building, including addition to southerly and westerly facades.",,M8Z,,Closed, ,THE QUEENSWAY,1604, ,301105.732,4830898.834
865112,11 303358 000 00 CO,CO,2011-11-02,"This application is for a proposal to sever a 1.137 ha parcel of land for a future residential subdivision. The land is part of the third fairway of the Cedar Brae Golf & Country Club, and is shown as Part 3 on the attached Lot Division Plan.The owners have also applied separately for approval of a draft plan of subdivision for 37 lots on the land to be severed. The proposed draft plan of subdivision consists of 9 lots for single family dwellings with frontage on Staines Road, and 28 freehold townhouse lots with frontage on a proposed new road with access from Staines Road. The application for subdivision approval was appealed to the Ontario Municipal Board [File No. 20 04 200806 ESC 42 SB]. Applications to amend the Official Plan and Zoning By-law to permit this residential development have also been appealed to the Ontario Municipal Board [File No. 20 04 200797 ESC 42 OZ].",2013-05-16,M1X,B055/11SC,Closed, ,MAC FROST,55,WAY,326491.231,4855293.464
865113,12 117151 ESC 42 SB,SB,2012-02-03,Proposed 37 lot residential draft plan of subdivision consisting of 9 detached lots in order to develop single detached dwellings and 5 blocks in order to develop 28 freehold townhouses.   Proposed lots/blocks would have frontages on Staines Road and a new public street.,,M1X,,Closed, ,MAC FROST,55,WAY,326491.231,4855293.464
865114,13 206923 ESC 42 SA,SA,2013-07-19,Proposed is the replacement of the existing clubhouse for the Cedarbrae Golf & Country Club with a new two-storey clubhouse with expanded parking facilities and upgraded landscaping. ,,M1X,,Closed, ,MAC FROST,55,WAY,326491.231,4855293.464
865115,13 251204 ESC 42 SA,SA,2013-10-16,Residential development consisting of 28 townhouse units on a new public road. ,,M1X,,NOAC Issued, ,MAC FROST,55,WAY,326491.231,4855293.464
865116,14 177430 ESC 42 PL,PL,2014-06-20,Part lot control application for the creation of 28 individual townhouse lots,,M1X,,Closed, ,MAC FROST,55,WAY,326491.231,4855293.464
865117,15 170269 NNY 23 OZ,OZ,2015-06-08,"An application to amend the Official Plan and Zoning By-law to permit a 14 storey 182 unit residential building with ground floor commercial uses fronting on Sheppard Ave West, and 4 storey residential townhouses fronting on Bogert Ave and three levels of underground parking.",,   ,,OMB Appeal,W,SHEPPARD,53,AVE,,
865118,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,FRED YOUNG,119,DR,303180.88899999997,4843197.147
865119,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,FRED YOUNG,121,DR,303180.88899999997,4843210.338
865120,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,FRED YOUNG,123,DR,303179.63300000003,4843222.899
865121,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,FRED YOUNG,125,DR,303178.377,4843236.719
865122,08 163490 STE 20 SA,SA,2008-05-28,"Site Plan Approval for a proposed 42-storey (135 metre) mixed use building containing a private club (RCMI) at floors one to six and 312 residential units above with no parking proposed to be provided.  Maintenance of the existing heritage facade, in conjunction witht the existing Royal Canadian Military Institute is proposed.",,M5G,,Closed, ,UNIVERSITY,426,AVE,313776.81899999996,4834675.928
865123,08 163452 STE 20 OZ,OZ,2008-05-28,"Zoning By Law Amendment for a proposed 42-storey (135 metre) mixed use building containing a private club (RCMI) at floors one to six and 312 residential units above with no parking proposed to be provided.  Maintenance of the existing heritage facade, in conjunction witht the existing Royal Canadian Military Institute is proposed.",,M5G,,Closed, ,UNIVERSITY,426,AVE,313776.81899999996,4834675.928
865124,13 143444 STE 20 CD,CD,2013-04-03,Condominium Application for a 42 storey mixed-use building consisting of 318 units. Refer to related Re-zoning folder 08-163452 and Site Plan Approval 08-163490.,,M5G,,Closed, ,UNIVERSITY,426,AVE,313776.81899999996,4834675.928
865125,16 130909 000 00 CO,CO,2016-03-22,To obtain consent to sever the property into two lots. ,2017-01-19,   ,B020/16SC,Closed,E,LAWRENCE,0,AVE,,
865126,16 130923 000 00 MV,MV,2016-03-22,PARKING VARIANCE FOR CHURCH,2017-01-19,   ,A096/16SC,Closed,E,LAWRENCE,0,AVE,,
865127,13 193884 ESC 42 SA,SA,2013-06-25,"Proposed multi-building commercial development with office, industrial and recreational uses.",,   ,,Final Approval Completed, ,PASSMORE,0,AVE,,
865128,10 102286 ESC 42 OZ,OZ,2010-01-08,Proposed Official Plan Amendment and Rezoning to permit a TTC Maintenance Facility and Storage Yard,,   ,,Closed,E,SHEPPARD,0,AVE,329106.67699999997,4853408.653
865129,10 192817 ESC 42 SA,SA,2010-06-09,Site plan approval for TTC maintenance yard and storage facility for LRVs. On hold at request of Infrastructure Ontario.,,   ,,Under Review ,E,SHEPPARD,0,AVE,329106.67699999997,4853408.653
865130,09 113371 ESC 42 SA,SA,2009-03-02,"The applicant proposes to erect a 1,170 m2 building with a partial second storey. The facility is a  Place of Worship along with space to accomodate cultural activities associated with the religious organization.",,M1X,,Closed, ,MARKHAM,2731,RD,325243.81899999996,4853216.516
865131,10 163808 NNY 10 OZ,OZ,2010-04-26,OPA submitted by Parc Downsview Park Inc. to implement a new Downsview Area Secondary Plan on the same lands subject of the City-initiated Downsview Area Secondary Plan Review.  These lands are also subject of an OPA submitted by Build Toronto to also implement a new Downsview Area Secondary Plan . ,,   ,,Closed, ,WILSON,0,AVE,,
