PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
6804826-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Initial tenant improvement of an existing 4,021 SF shell space on level one of the Plymouth Housing development to be converted into offices, classrooms and the open gallery space. Work to include the construction of non-structural and 1 hour rated structural walls for the addition of a 1,379 SF mezzanine.",,,,1939000,,,,,Scheduled and Submitted,610 2ND AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804826-CN,47.62479141,-122.35241164,"610 2ND AVE N
SEATTLE, WA 98109
(47.62479141, -122.35241164)"
6808126-EX,Single Family/Duplex,Residential,Building,Environmentally Critical Area Exemption,"Rebuild upper deck, construct tiered retaining walls and steps to create more usable space and provide access.",,,,70000,2020-10-29,,,,Reviews In Process,710 31ST AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808126-EX,47.59626088,-122.29233133,"710 31ST AVE S
SEATTLE, WA 98144
(47.59626088, -122.29233133)"
6626276-CN,Institutional,Non-Residential,Building,Addition/Alteration,Select interior demolition to north and central wings of existing high school building. Subject to field inspection. (STFI),,,,200000,2017-10-25,2017-10-25,2019-04-25,,Completed,4400 INTERLAKE AVE N,SEATTLE,WA,98103,SEATTLE SCHOOL DISTRICT (A&S),https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6626276-CN,47.65996759,-122.33963705,"4400 INTERLAKE AVE N
SEATTLE, WA 98103
(47.65996759, -122.33963705)"
6799678-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct substantial alterations and additions for single-family residence, per plan.",1,0,0,240000,2020-10-09,,,,Corrections Required,7232 36TH AVE SW,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6799678-CN,47.53767275,-122.37761334,"7232 36TH AVE SW
SEATTLE, WA 98126
(47.53767275, -122.37761334)"
6788049-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct repairs to foundation of existing single family residence, per plan.",1,0,0,39600,2020-07-08,2020-10-08,2022-04-08,,Issued,9120 49TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6788049-CN,47.69481723,-122.27363907,"9120 49TH AVE NE
SEATTLE, WA 98115
(47.69481723, -122.27363907)"
6757568-DM,Single Family/Duplex,Residential,Demolition,Demolition,"Demo single-family residence, subject to field inspection (STFI)",1,1,5,1200000,2020-09-10,2020-12-08,2022-06-08,,Issued,4511 WOODLAND PARK AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757568-DM,47.66182926,-122.34493721,"4511 WOODLAND PARK AVE N
SEATTLE, WA 98103
(47.66182926, -122.34493721)"
6812333-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,New Dormers to existing 2nd Floor,1,0,0,10000,,,,,Additional Info Requested,4329 2ND AVE NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6812333-CN,47.65982744,-122.3275776,"4329 2ND AVE NE
SEATTLE, WA 98105
(47.65982744, -122.3275776)"
6705664-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Install exterior artwork to the east of commercial building, per plan.",0,0,0,250000,2019-01-16,2019-05-23,2022-05-23,,Issued,609 FAIRVIEW AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6705664-CN,47.62488719,-122.33470227,"609 FAIRVIEW AVE N
SEATTLE, WA 98109
(47.62488719, -122.33470227)"
6741125-CN,Single Family/Duplex,Residential,Building,New,"Construct single family residence (unit A), per plans.  (Establish use as 4 single family residences and construct 4 one-family dwellings.  Reviews and processing for 4 construction records under 6741125-CN)",,,,208478,2020-04-29,,,,Reviews In Process,9402 18TH AVE SW,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6741125-CN,47.51903831,-122.35756695,"9402 18TH AVE SW
SEATTLE, WA 98106
(47.51903831, -122.35756695)"
6766883-CN,Multifamily,Residential,Building,New,"Construction of 4 story, 9,800 SF apartment.",0,0,19,2000000,,,,,Scheduled,4118 DENSMORE AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6766883-CN,47.65742113,-122.33714738,"4118 DENSMORE AVE N
SEATTLE, WA 98103
(47.65742113, -122.33714738)"
6808928-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"We propose to remove the decking and replace with grated Thru-Flow decking.  The work consists of removing and disposing of the existing hardware and chemically treated decking.  The wood will be disposed of at an approved site.  ACZA pressured treated (approved treatment) will be installed in-between the joist-stringers as needed for supports to the new grated decking.We propose to sleeve all piles with HDPE and also sleeve the mooring piles.  Additionally, add a pointed pike cone to each moo",,,,41800,,,,,Initiated,3941 NE SURBER DR,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808928-CN,47.65536653,-122.28546384,"3941 NE SURBER DR
SEATTLE, WA 98105
(47.65536653, -122.28546384)"
6813191-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Remove and reconstruct attached garage for single family residence, subject to field inspection.",,,,25000,,,,,Scheduled and Submitted,8232 20TH AVE NE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6813191-CN,47.68950244,-122.30656586,"8232 20TH AVE NE
(47.68950244, -122.30656586)"
6804043-CN,Institutional,Non-Residential,Building,Addition/Alteration,"Construct tenant improvement to portions of existing food service facility in Swedish, subject to field inspection (STFI)",,,,60000,2020-10-06,2020-10-08,2022-04-08,,Issued,747 BROADWAY,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804043-CN,47.60884785,-122.32194221,"747 BROADWAY
SEATTLE, WA 98122
(47.60884785, -122.32194221)"
6804575-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct minor tenant improvements to existing grocery store (QFC), subject to field inspection (STFI).",,,,30000,2020-10-08,2020-10-08,2022-04-08,,Issued,2746 NE 45TH ST,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804575-CN,47.66226773,-122.29645117,"2746 NE 45TH ST
SEATTLE, WA 98105
(47.66226773, -122.29645117)"
6804036-CN,Industrial,Non-Residential,Building,Temporary,"Install temporary education bldg, per plans (Installation for 18 months of two clusters of L&I certified factory assembled office trailers accessory to existing commercial waste recycling facility and construct foundations for same per plans. Reviews and processing for 2-CN's under 6786805)",,,,100000,2020-10-08,,,,Application Completed,2733 3RD AVE S,SEATTLE,WA,98134,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804036-CN,47.57858991,-122.33098813,"2733 3RD AVE S
SEATTLE, WA 98134
(47.57858991, -122.33098813)"
6753374-CN,Single Family/Duplex,Residential,Building,New,The project site is raw land that is south of  417 33rd Ave . The project site is raw land and the parcel number is 4278900030.,,,,500000,,,,,Scheduled and Submitted,411 33RD AVE,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6753374-CN,47.60557201,-122.29079871,"411 33RD AVE
SEATTLE, WA 98122
(47.60557201, -122.29079871)"
6775258-DM,Single Family/Duplex,Residential,Demolition,,"Demolish existing structures, per plan.",,,,20000,2020-04-20,2020-10-06,2022-04-06,2020-12-09,Completed,159 12TH AVE,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6775258-DM,47.60305946,-122.31716671,"159 12TH AVE
SEATTLE, WA 98122
(47.60305946, -122.31716671)"
6688572-DM,Single Family/Duplex,Residential,Demolition,Relocation,"Demolish existing single family residence, per plan (609 W  Nickerson St)",,,,0,2018-09-14,2020-03-31,2021-09-30,2020-12-07,Completed,609 W NICKERSON ST,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6688572-DM,47.65154002,-122.36509469,"609 W NICKERSON ST
SEATTLE, WA 98119
(47.65154002, -122.36509469)"
6756585-CN,Multifamily,Residential,Building,Addition/Alteration,"Construct exterior alterations including replacing roof and roof decks for existing URM multifamily building, per plan.",,,,800000,2020-09-03,,,,Corrections Required,66 Bell ST,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6756585-CN,47.61263942,-122.34780199,"66 Bell ST
(47.61263942, -122.34780199)"
6771121-CN,Industrial,Non-Residential,Building,Addition/Alteration,"Construct voluntary seismic upgrades and roof repairs to existing warehouse structure, per plan.",0,0,0,50000,2020-05-20,2020-08-17,2022-02-17,2020-11-25,Completed,2400 6TH AVE S,SEATTLE,WA,98134,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6771121-CN,47.58122351,-122.32549442,"2400 6TH AVE S
SEATTLE, WA 98134
(47.58122351, -122.32549442)"
6711794-DM,Multifamily,Residential,Demolition,,Construct 6 townhouses and provide 2 parking stalls within two units. Access to parking is from new curb cut along Pearl street. All existing structures to be removed. Site is being divided per LBA #3033048-LU into 3 lots. An existing Preliminary Assessment Report is under #013655-18PA.,,,,751440,,,,,Additional Info Requested,3936 S Pearl ST,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6711794-DM,47.55638352,-122.28181003,"3936 S Pearl ST
SEATTLE, WA
(47.55638352, -122.28181003)"
6779789-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct two-story addition and alterations to a single-family residence, per plans",0,0,0,200000,2020-09-24,,,,Reviews In Process,4620 S BRADFORD ST,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6779789-CN,47.56906956,-122.27473534,"4620 S BRADFORD ST
SEATTLE, WA 98118
(47.56906956, -122.27473534)"
6806368-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Alterations to convert attached garage to living space and remodel portion of 2nd floor of single family residence, subject to field inspection.",1,0,0,46580,2020-10-20,2020-10-21,2022-04-21,,Issued,1019 BELMONT PL E,SEATTLE,WA,98102,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6806368-CN,47.62825716,-122.32457952,"1019 BELMONT PL E
SEATTLE, WA 98102
(47.62825716, -122.32457952)"
6781839-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct new bulkhead to replace existing in the shoreline for single-family residence, per plan.",0,0,0,6000,2020-06-17,2020-10-08,2022-04-08,,Issued,5033 SW 97TH ST,SEATTLE,WA,98136,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6781839-CN,47.51669887,-122.39800048,"5033 SW 97TH ST
SEATTLE, WA 98136
(47.51669887, -122.39800048)"
6710285-CN,Multifamily,Residential,Building,New,DEMOLISH EXISTING HOUSE.  CONSTRUCT 17 SEDU APARTMENTS IN A FOUR STORY BUILDING WITH A BASEMENT.  NO AUTO PARKING PROPOSED.,0,0,17,1200000,,,,,Scheduled,1811 E THOMAS ST,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6710285-CN,47.62027442,-122.30816335,"1811 E THOMAS ST
SEATTLE, WA 98112
(47.62027442, -122.30816335)"
6763546-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct detached accessory dwelling unit at single family residence, per plan.",1,0,1,69591,2020-04-20,2020-05-29,2021-11-29,2020-12-09,Completed,5501 S LEO ST,SEATTLE,WA,98178,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6763546-CN,47.5023134,-122.2646971,"5501 S LEO ST
SEATTLE, WA 98178
(47.5023134, -122.2646971)"
6714585-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations to the lower level, west exterior wall of existing medical office building, per plan.",0,0,0,10000,2019-03-06,2019-05-28,2022-05-28,,Issued,960 REPUBLICAN ST,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6714585-CN,47.62349049,-122.33744282,"960 REPUBLICAN ST
SEATTLE, WA 98109
(47.62349049, -122.33744282)"
6790027-CN,Single Family/Duplex,Residential,Building,New,"Construct new detached accessory structure for home occupation catering and alterations to existing garage, per plan.",1,0,0,126166,2020-10-29,,,,Reviews In Process,2306 S EDDY ST,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6790027-CN,47.54557294,-122.30377322,"2306 S EDDY ST
SEATTLE, WA 98108
(47.54557294, -122.30377322)"
6772973-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,Alterations to main level kitchen in single family dwelling. Subject to field inspection (STFI).,,,,14000,2020-02-21,2020-02-21,2021-08-21,2020-10-30,Completed,10425 20TH AVE NE,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6772973-CN,47.7047199,-122.30725632,"10425 20TH AVE NE
SEATTLE, WA 98125
(47.7047199, -122.30725632)"
6812226-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to remodel basement level of this single-family residence, subject to field inspection (STFI)",1,0,0,250000,2020-11-24,2020-11-25,2022-05-25,,Issued,4556 52ND AVE NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6812226-CN,47.66286761,-122.2711876,"4556 52ND AVE NE
SEATTLE, WA 98105
(47.66286761, -122.2711876)"
6780758-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct interior alterations to Suite 120 of commercial building, Subject to Field Inspection (STFI)",,,,70000,2020-05-06,2020-06-15,2021-12-15,2020-11-04,Completed,911 Western AVE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6780758-CN,47.6037821,-122.33742276,"911 Western AVE
(47.6037821, -122.33742276)"
6722153-CN,Multifamily,Residential,Building,Addition/Alteration,Interior alterations to unit # 3D (Ravenna House) subject to field inspection (STFI).,,,,30000,2019-04-12,2019-04-12,2020-10-12,2020-10-08,Completed,2211 NE 54TH ST,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6722153-CN,47.66768541,-122.30371323,"2211 NE 54TH ST
SEATTLE, WA 98105
(47.66768541, -122.30371323)"
6803660-CN,Single Family/Duplex,Residential,Building,New,Demolish Existing. Build a New SF,1,1,1,350000,,,,,Scheduled,6252 52ND AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803660-CN,47.67524646,-122.2712501,"6252 52ND AVE NE
SEATTLE, WA 98115
(47.67524646, -122.2712501)"
6587537-CN,Multifamily,Residential,Building,New,"Establish use as row house and construct a 5-unit townhome structure, per plan.",0,0,5,921446,2017-08-13,2019-02-20,2022-02-20,,Issued,422 16TH AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6587537-CN,47.59859165,-122.31142165,"422 16TH AVE S
SEATTLE, WA 98144
(47.59859165, -122.31142165)"
6812074-DM,Single Family/Duplex,Residential,Demolition,,"Demolish existing single family residence, per plan.",,,,1,2020-11-25,2020-11-25,2022-05-25,,Issued,4023 WILLIAMS AVE W,SEATTLE,WA,98199,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6812074-DM,47.65658022,-122.39256661,"4023 WILLIAMS AVE W
SEATTLE, WA 98199
(47.65658022, -122.39256661)"
6699602-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct footing for generator accessory to office building, per plans.",,,,10000,2018-12-13,,,,Corrections Required,2401 UTAH AVE S,SEATTLE,WA,98134,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6699602-CN,47.58181846,-122.33535752,"2401 UTAH AVE S
SEATTLE, WA 98134
(47.58181846, -122.33535752)"
6808769-CN,Commercial,Non-Residential,Building,Addition/Alteration,ESTABLISH USE AS COMMERCIAL RETAIL FOOD SERVICE AND TENANT IMPROVEMENT ON GROUND LEVEL OF NEW COMMERCIAL BUILDING. OCCUPY PER PLANS,429,0,0,150000,,,,,Scheduled,2301 E UNION ST,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808769-CN,47.61267057,-122.30243142,"2301 E UNION ST
SEATTLE, WA 98122
(47.61267057, -122.30243142)"
6780514-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations in basement and yard of a single-family residence, per plan",,,,120000,2020-10-06,,,,Reviews In Process,5116 GREENWOOD AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6780514-CN,47.66627595,-122.35511305,"5116 GREENWOOD AVE N
SEATTLE, WA 98103
(47.66627595, -122.35511305)"
6792818-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations to a rooftop minor communications antenna facility, per plans",0,0,0,25000,2020-09-02,2020-10-21,2022-04-21,,Issued,1210 15TH AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6792818-CN,47.6315022,-122.31222175,"1210 15TH AVE E
SEATTLE, WA 98112
(47.6315022, -122.31222175)"
6806511-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct additions and alterations to existing single family residence, subject to field inspection (STFI).",1,0,0,150000,2020-10-20,2020-10-21,2022-04-21,,Issued,3112 E UNION ST,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6806511-CN,47.61312683,-122.29192181,"3112 E UNION ST
SEATTLE, WA 98122
(47.61312683, -122.29192181)"
6703408-DM,Single Family/Duplex,Residential,Demolition,,"DEMO record for 6696125-CN to Establish use as and construct new single family residence with attached accessory dwelling unit, per plan.",1,1,2,300000,2018-12-11,2020-11-25,2022-05-25,,Issued,5908 SW CHARLESTOWN ST,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6703408-DM,47.57042153,-122.40894608,"5908 SW CHARLESTOWN ST
SEATTLE, WA 98116
(47.57042153, -122.40894608)"
6759307-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to create attached accessory dwelling unit at basement level of existing single family residence, per plan",1,0,1,18000,2020-02-23,2020-07-21,2022-01-21,2020-12-07,Completed,2920 16TH AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6759307-CN,47.57706201,-122.31177477,"2920 16TH AVE S
SEATTLE, WA 98144
(47.57706201, -122.31177477)"
