Building Address,Construction Completion Year,Name of Historic Resource,Neighbourhood,Warning Type 1,Warning Type 2,Latitude,Longitude,Location
10240 - 136 STREET NW,1946,Mayhew Residence,GLENORA,Inventory of Historic Resources,,53.544293,-113.556588,"(53.54429299807923, -113.55658753535444)"
6240 - ADA BOULEVARD NW,1912,Magrath Mansion,HIGHLANDS,Inventory of Historic Resources,Provincial Historic Resource,53.563421,-113.433584,"(53.56342112749448, -113.43358389433531)"
9906 - 83 AVENUE NW,1955,Our Lady of Poland Roman Catholic Church,STRATHCONA,Inventory of Historic Resources,,53.519320,-113.486504,"(53.51931971233659, -113.48650404926524)"
10942-44 - 124 STREET NW,1914,Dr. Maclellan Residence,WESTMOUNT,Inventory of Historic Resources,,53.555273,-113.536419,"(53.555273401536304, -113.53641930921651)"
7308 - ADA BOULEVARD NW,1919,Brown Residence,VIRGINIA PARK,Inventory of Historic Resources,,53.558820,-113.447342,"(53.558820324202, -113.44734222948966)"
13516 - 81 AVENUE NW,1966,Reynolds Residence,LAURIER HEIGHTS,Inventory of Historic Resources,,53.515602,-113.555359,"(53.515601766764846, -113.55535906906361)"
#1 - Sir Winston Churchill Square,,Raoul Wallenberg Oak,DOWNTOWN,Inventory of Historic Resources,,53.545358,-113.490179,"(53.54535818034866, -113.49017935806253)"
10701 - UNIVERSITY AVENUE NW,1914,J.W. Barnett House,QUEEN ALEXANDRA,Inventory of Historic Resources,Provincial Registered Historic Resource,53.512901,-113.506557,"(53.51290077961064, -113.50655690773264)"
9527 - 105 Street NW,,9527 - 105 Street NW,ROSSDALE,Inventory of Historic Resources,,53.531750,-113.500555,"(53.53174980617706, -113.50055511255006)"
10434 - 91 STREET NW,1906,Residence,BOYLE STREET,Inventory of Historic Resources,,53.550836,-113.475478,"(53.550836412196844, -113.47547780695852)"
10309 - 81 Avenue,1930,Canada Dry Ginger Ale Ltd. Building,STRATHCONA JUNTION,Inventory of Historic Resources,,53.516599,-113.495427,"(53.51659862386627, -113.49542682208704)"
5650 - ADA BOULEVARD NW,1914,Davidson Residence,HIGHLANDS,Inventory of Historic Resources,,53.564832,-113.428266,"(53.56483166008486, -113.42826567296613)"
9516 - 101 AVENUE NW,1935,RCMP K-Division,BOYLE STREET,Inventory of Historic Resources,,53.543649,-113.479535,"(53.54364908462175, -113.47953525606279)"
11715 Jasper Avenue,1958,Page the Cleaners,OLIVER,Inventory of Historic Resources,,53.540729,-113.523531,"(53.540729373395266, -113.5235313641133)"
14040 - 106A Avenue NW,1953,Clifton Residence,GLENORA,Inventory of Historic Resources,,53.550123,-113.565103,"(53.55012262031411, -113.56510342750992)"
12726 - 119 STREET NW,1911,St. Edmund's Roman Catholic Church,CALDER,Inventory of Historic Resources,,53.585571,-113.527436,"(53.58557056404893, -113.52743583361402)"
9735 - 75 AVENUE NW,1913,Ritchie School,RITCHIE,Inventory of Historic Resources,,53.510166,-113.481309,"(53.51016647242253, -113.48130935376444)"
9924 - 87 AVENUE NW,1913,Francis Johnson Residence,STRATHCONA,Inventory of Historic Resources,,53.522910,-113.487386,"(53.52290956946903, -113.48738624987534)"
10955 - 90 Avenue,1926,George Douglas Lockerbie Residence,GARNEAU,Inventory of Historic Resources,,53.525477,-113.514626,"(53.525476728888805, -113.51462628040053)"
8726 - 112 AVENUE NW,1947,Kucherapa Residence,PARKDALE,Inventory of Historic Resources,,53.561365,-113.476198,"(53.561365032671596, -113.47619837561817)"
9516 - 101 AVENUE NW,1913,RNWMP Edmonton Barracks,BOYLE STREET,Inventory of Historic Resources,,53.543649,-113.479535,"(53.54364908462175, -113.47953525606279)"
12514 - 106 AVENUE NW,1912,Jesse Masters Residence,WESTMOUNT,Inventory of Historic Resources,,53.549656,-113.538450,"(53.549656014317534, -113.5384499756243)"
11031 - 81 Avenue,1878,John McKernan Residence,GARNEAU,Inventory of Historic Resources,,53.516838,-113.516499,"(53.516838387798884, -113.51649887443007)"
9520 - 111 AVENUE NW,1912,Norwood Elementary School,ALBERTA AVENUE,Inventory of Historic Resources,,53.560443,-113.487810,"(53.56044334999417, -113.48780961746114)"
10314 - 137 STREET NW,1948,Foster Residence,GLENORA,Inventory of Historic Resources,,53.545189,-113.558478,"(53.54518944999084, -113.55847817835033)"
9853 - 90 AVENUE NW,1913,William Watson Residence,STRATHCONA,Inventory of Historic Resources,,53.525144,-113.485408,"(53.525144497986105, -113.48540791731018)"
9926 - 112 STREET NW,1911,Dame Eliza Chenier 9926 112 Street,OLIVER,Municipal Historic Resource,,53.538117,-113.514484,"(53.53811734368499, -113.51448421130557)"
11404 - 89 Avenue,1914,Professor's House 3 - Ring Road,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,,53.527140,-113.526124,"(53.52713968374802, -113.52612354718134)"
10238 - WADHURST ROAD NW,1912,Frank Crook Residence,WESTMOUNT,Inventory of Historic Resources,,53.544280,-113.540250,"(53.54428016861457, -113.54024984345014)"
7000 - 143 Street,,Fort Edmonton Historical House,FORT EDMONTON,Inventory of Historic Resources,,53.501459,-113.578921,"(53.50145916249133, -113.5789205489005)"
10004 - 90 STREET NW,1905,J.B Little Brickyard House,RIVERDALE,Municipal Historic Resource,,53.542094,-113.469558,"(53.54209425165358, -113.4695575673844)"
10530 - 125 STREET NW,1912,Mayor MacKenzie Residence,WESTMOUNT,Inventory of Historic Resources,,53.548647,-113.538171,"(53.54864695233247, -113.53817122789685)"
6770 - 129 Avenue,1961,St. Francis of Assisi Church,BALWIN,Municipal Historic Resource,,53.588056,-113.444878,"(53.58805573660838, -113.4448778458371)"
10328 - CONNAUGHT DRIVE NW,1911,Dr. Robert Wells Residence,GLENORA,Municipal Historic Resource,Provincial Registered Historic Resource,53.545342,-113.544092,"(53.54534243415643, -113.54409220657625)"
11002 - 83 Avenue,1924,George Parsons Residence,GARNEAU,Inventory of Historic Resources,,53.519373,-113.515218,"(53.519372532696345, -113.51521800678844)"
11950 - 100 AVENUE NW,1914,Annamoe Mansion,OLIVER,Inventory of Historic Resources,,53.540328,-113.529009,"(53.54032762691444, -113.52900944502994)"
9930 Groat Road,,Hawrelak Park Jenner Spruce,RIVER VALLEY MAYFAIR,Inventory of Historic Resources,,53.539611,-113.540562,"(53.53961129323628, -113.54056178521337)"
12704 - 120 STREET NW,1912,Strand Hotel,CALDER,Inventory of Historic Resources,,53.585314,-113.529548,"(53.58531446591454, -113.52954757659303)"
10757 - 80 AVENUE NW,1912,Robert P. Shurman Residence,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.515881,-113.509124,"(53.51588086896065, -113.50912382566155)"
10958 - 80 AVENUE NW,1916,Rev. Potter Residence,GARNEAU,Inventory of Historic Resources,,53.516430,-113.514773,"(53.516429642598695, -113.5147727524055)"
10325 - VILLA AVENUE NW,1912,John McIntosh Residence/Ravina Apartments,WESTMOUNT,Inventory of Historic Resources,Provincial Historic Resource,53.545320,-113.539704,"(53.54532033887815, -113.53970397688072)"
4 Tweedsmuir Crescent NW,1938,Primrose Residence,GLENORA,Inventory of Historic Resources,,53.542086,-113.550394,"(53.5420858191526, -113.55039426465531)"
9830 - 92 AVENUE NW,1913,Arthur Williams Residence,STRATHCONA,Inventory of Historic Resources,,53.527585,-113.484292,"(53.527585093164646, -113.4842915045936)"
10609 - 73 AVENUE NW,1912,Henry Sterns Residence,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.509150,-113.505480,"(53.50914978984613, -113.50547990382734)"
11244 - 92 STREET NW,1912,Thomson Residence,ALBERTA AVENUE,Inventory of Historic Resources,,53.562330,-113.483085,"(53.56233035116174, -113.48308506459472)"
10923 - 125 STREET NW,1915,Dr. Leslie McIntyre Residence,WESTMOUNT,Inventory of Historic Resources,,53.554725,-113.537188,"(53.554725127826586, -113.53718790587759)"
9947 - 104 STREET NW,1902,Rosary Hall,DOWNTOWN,Inventory of Historic Resources,,53.538595,-113.498716,"(53.53859549210164, -113.49871620318311)"
12 Alexander Circle NW,1929,Fane Residence,GLENORA,Inventory of Historic Resources,,53.544392,-113.552272,"(53.54439167588167, -113.55227172158946)"
9815 - 89 Avenue,1914,Scully Residence,STRATHCONA,Inventory of Historic Resources,,53.524190,-113.483517,"(53.524189660599035, -113.48351660848338)"
12620 - 104 AVENUE NW,1911,Mayor Evans Residence,WESTMOUNT,Inventory of Historic Resources,,53.546443,-113.540541,"(53.54644259285245, -113.54054123688437)"
13312 - 102 AVENUE NW,1928,Loney Residence,GLENORA,Inventory of Historic Resources,,53.543377,-113.551999,"(53.543376678814916, -113.55199860329344)"
10213 - 125 STREET NW,1911,Robert Burrell Residence,WESTMOUNT,Inventory of Historic Resources,,53.543473,-113.537171,"(53.54347280541457, -113.53717110232982)"
9351 - CAMERON AVENUE NW,1908,Hunter Residence,RIVERDALE,Inventory of Historic Resources,Provincial Registered Historic Resource,53.541698,-113.475469,"(53.54169844799073, -113.47546909173506)"
9704 - 106 Street,1907,Foote Residence,DOWNTOWN,Municipal Historic Resource,Provincial Registered Historic Resource,53.534301,-113.503395,"(53.534300817228804, -113.50339491183428)"
10930 - 107 STREET NW,1913,John A. McDougall Elementary Junior High School,CENTRAL MCDOUGALL,Inventory of Historic Resources,,53.555656,-113.505677,"(53.55565573479452, -113.50567671381701)"
8424 - 95 AVENUE NW,1958,St. Luke's Anglican Church,HOLYROOD,Inventory of Historic Resources,,53.532056,-113.456910,"(53.532055972416956, -113.45690969127506)"
6920 - 114 AVENUE NW,1953,Thistle Curling Club,BELLEVUE,Inventory of Historic Resources,,53.566634,-113.446346,"(53.566633570641415, -113.44634640292807)"
9805 - 155 Street NW,,Spurrier Residence,WEST JASPER PLACE,Inventory of Historic Resources,,53.536404,-113.588066,"(53.53640384900025, -113.58806647790688)"
10904 - 126 STREET NW,1913,Garnet Morris Residence,WESTMOUNT,Inventory of Historic Resources,,53.554161,-113.539955,"(53.55416085908247, -113.53995470930265)"
9915 - 148 Street,1958,St. Andrew's United Church,CRESTWOOD,Inventory of Historic Resources,,53.538148,-113.575395,"(53.538148286297485, -113.57539505070986)"
10146 - 122 STREET NW,1911,Wittmann Residence,OLIVER,Inventory of Historic Resources,,53.542558,-113.532818,"(53.542557942749106, -113.5328180150252)"
10347 - 153 Street NW,1948,Assembly of God Missionary Fellowship,CANORA,Inventory of Historic Resources,,53.546106,-113.584581,"(53.546106380035084, -113.58458071736187)"
10140 - 122 STREET NW,1914,Hunter Residence,OLIVER,Inventory of Historic Resources,,53.542400,-113.532839,"(53.5424004920223, -113.53283933570421)"
9850 - 112 STREET NW,1905,Mountafield Residence,OLIVER,Municipal Historic Resource,,53.537078,-113.514337,"(53.5370783043144, -113.51433686580133)"
10942 - 84 Avenue,1935,McNaught Residence,GARNEAU,Inventory of Historic Resources,,53.520318,-113.513975,"(53.520317931649394, -113.51397502676252)"
6020 - 118 STREET NW,1930,Livestock Pavilion,UNIVERSITY OF ALBERTA FARM,Inventory of Historic Resources,,53.500458,-113.535320,"(53.50045807629116, -113.53531987502029)"
9529 - 103 AVENUE NW,1914,Robert Parsons Residence,BOYLE STREET,Inventory of Historic Resources,,53.546519,-113.481132,"(53.546519130275215, -113.48113238666778)"
10233 - JASPER AVENUE NW,1952,Paramount Theater,DOWNTOWN,Inventory of Historic Resources,,53.540583,-113.496548,"(53.540583125091324, -113.4965483384802)"
109 Street - 87 Avenue,1929,Garneau Light Standard,GARNEAU,Inventory of Historic Resources,,53.522403,-113.512829,"(53.52240313165303, -113.51282912929382)"
11325 - 89 AVENUE NW,1926,St. Joseph's College,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,,53.524473,-113.524726,"(53.524473441855065, -113.52472575104441)"
11223 - 95A STREET NW,1912,Reksten Residence,ALBERTA AVENUE,Inventory of Historic Resources,,53.561770,-113.488218,"(53.561770253998205, -113.488218082989)"
11927 - 83 STREET NW,1915,Charles Finley Residence,EASTWOOD,Inventory of Historic Resources,,53.572823,-113.468587,"(53.57282260600947, -113.46858691990573)"
8403 - 118 AVENUE NW,1950,Rotary Engineers Ltd. Of Canada,PARKDALE,Inventory of Historic Resources,,53.570194,-113.470527,"(53.57019370280664, -113.47052736134762)"
13724 - 106 AVENUE NW,1954,Kendal Residence,GLENORA,Inventory of Historic Resources,,53.549524,-113.559216,"(53.54952376225899, -113.55921561372027)"
10818 - 97 STREET NW,1906,Fred M. Falkenberg Residence,MCCAULEY,Inventory of Historic Resources,,53.553795,-113.490615,"(53.55379513046175, -113.4906146206455)"
7803 - 87 STREET NW,1949,King Edward School,KING EDWARD PARK,Inventory of Historic Resources,,53.514392,-113.459827,"(53.51439152431226, -113.4598269870476)"
10309 -10313 - 82 AVENUE NW,1894,Ross Block,STRATHCONA JUNCTION,Inventory of Historic Resources,Provincial Registered Historic Resource,53.517753,-113.495447,"(53.51775279290288, -113.49544736842375)"
10437-49 83 Avenue,1926/1949,City Telephones Strathcona Exchange,STRATHCONA,Inventory of Historic Resources,,53.518802,-113.499086,"(53.51880217561033, -113.49908597213057)"
9802 - 78 Avenue,1945,John Forrai Residence,RITCHIE,Inventory of Historic Resources,,53.514467,-113.483054,"(53.51446711817861, -113.48305404195746)"
11017 - 80 AVENUE NW,1913,Alex MacDonald Residence,GARNEAU,Inventory of Historic Resources,,53.515889,-113.515925,"(53.51588895675291, -113.51592493358976)"
10137 - 150 Street NW,1959,Jasper Place Savings & Credit Union,CANORA,Inventory of Historic Resources,,53.542455,-113.579293,"(53.542454968676374, -113.57929272235891)"
13020 - 102 AVENUE NW,1946,Walsh Residence,GLENORA,Inventory of Historic Resources,,53.543366,-113.546832,"(53.54336580601594, -113.54683193074946)"
7000 - 143 Street,1922,Mellon Farm House,FORT EDMONTON,Inventory of Historic Resources,,53.501459,-113.578921,"(53.50145916249133, -113.5789205489005)"
11111 - JASPER AVENUE NW,1951,Edmonton General Hospital,OLIVER,Inventory of Historic Resources,,53.539895,-113.513030,"(53.53989470719448, -113.51303035977818)"
10806 - 75 AVENUE NW,1930,Peter Biollo Residence,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.511590,-113.509731,"(53.51159003651383, -113.5097305405748)"
10209 - 123 STREET NW,1914,Robertson Wesley United Church,OLIVER,Municipal Historic Resource,,53.543338,-113.533622,"(53.543337582690945, -113.5336222277697)"
7701 - 112S AVENUE NW,1914,Ingebert Olson Residence (Olson-Watt Residence),CROMDALE,Municipal Historic Resource,,53.560247,-113.459504,"(53.56024725709496, -113.45950395575393)"
10314 - 82 AVENUE NW,1909,Sheppard Block,STRATHCONA,Inventory of Historic Resources,,53.518389,-113.495576,"(53.51838861758377, -113.4955764160685)"
10025 - 87 AVENUE NW,1907,Alfred Richards Residence,STRATHCONA,Inventory of Historic Resources,,53.522419,-113.489969,"(53.52241929368986, -113.48996918449349)"
12813 - 122 STREET NW,1934,Makovich Residence,CALDER,Inventory of Historic Resources,,53.586688,-113.531518,"(53.58668825699198, -113.53151782397005)"
54 St. George's Crescent NW,1929,Lieberman Residence,GLENORA,Inventory of Historic Resources,,53.539565,-113.552469,"(53.53956533461071, -113.5524691142089)"
13067 - 115 STREET NW,1920,Frederick S. Jones Residence,CALDER,Municipal Historic Resource,,53.591866,-113.519487,"(53.59186588199466, -113.51948743044123)"
13020 - 114 STREET NW,1966,Glad Tidings Christian Reformed Centre,CALDER,Inventory of Historic Resources,,53.590567,-113.518737,"(53.59056661959786, -113.51873687859734)"
10318A - 100 AVENUE NW,1931,Mansonic Temple,DOWNTOWN,Inventory of Historic Resources,,53.539123,-113.498325,"(53.539123439446016, -113.49832463577539)"
10326 - 132 STREET NW,1929,Stewart Residence,GLENORA,Inventory of Historic Resources,,53.545465,-113.550064,"(53.54546543416275, -113.55006411480656)"
20704 - 18 STREET NW,1912,Farmhouse,EDMONTON ENERGY AND TECHNOLOGY PARK,Inventory of Historic Resources,,53.668770,-113.369828,"(53.6687704765331, -113.36982831811048)"
92 St. George's Crescent NW,1932,Taylor Residence,GLENORA,Inventory of Historic Resources,,53.540701,-113.552617,"(53.5407007792165, -113.55261666156534)"
9626 - 96A STREET NW,,Red Cross Tree,CLOVERDALE,Inventory of Historic Resources,,53.534743,-113.477662,"(53.53474262939152, -113.47766151930252)"
12023 - 81 STREET NW,1926,Eastwood School,EASTWOOD,Inventory of Historic Resources,,53.574002,-113.464972,"(53.57400188083852, -113.46497203461311)"
10357 - 109 STREET NW,1913,International Harvester Building/Dorchester,DOWNTOWN,Inventory of Historic Resources,,53.545920,-113.507870,"(53.54591977263066, -113.50787009898387)"
7619 - 104 Street,1946,Commercial Building,STRATHCONA JUNCTION,Inventory of Historic Resources,,53.512862,-113.497056,"(53.51286219789249, -113.49705624810984)"
11606 - 129 AVENUE NW,1948,Shop-Easy Grocery,CALDER,Municipal Historic Resource,,53.587883,-113.522062,"(53.587883398792584, -113.52206162912788)"
10720 - 126 STREET NW,1913,Marshall Hopkins Residence,WESTMOUNT,Municipal Historic Resource,,53.551583,-113.539950,"(53.55158349032481, -113.53995008373943)"
11404 - 123 STREET NW,1930,Emerson Residence,INGLEWOOD,Inventory of Historic Resources,,53.563846,-113.534649,"(53.56384627603784, -113.53464855295442)"
10302 - 82 AVENUE NW,1891/1907/1913,Strathcona Hotel,STRATHCONA,Municipal Historic Resource,Provincial Historic Resource,53.518381,-113.495259,"(53.518380503413006, -113.49525865213593)"
11256 - 125 STREET NW,1930,Byar Residence,INGLEWOOD,Inventory of Historic Resources,,53.561899,-113.538196,"(53.56189913952649, -113.53819588101061)"
10747 - University Avenue,,Residence,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.513198,-113.508513,"(53.51319771491272, -113.50851346235083)"
13072 - SHERBROOKE AVENUE NW,1955,St. Pius X Catholic Church,SHERBROOKE,Inventory of Historic Resources,,53.578423,-113.550785,"(53.578422717820494, -113.55078504088239)"
12606 - 104 AVENUE NW,1912,Wallbridge Residence,WESTMOUNT,Municipal Historic Resource,,53.546443,-113.539828,"(53.54644308474628, -113.53982819024705)"
10934 - 89 AVENUE NW,1929,Prevey/Gainer Residence,GARNEAU,Inventory of Historic Resources,,53.525049,-113.513677,"(53.52504866246621, -113.51367727670792)"
11648 - 85 STREET NW,1913,Parkdale Elementary Junior High School,PARKDALE,Inventory of Historic Resources,,53.568413,-113.472557,"(53.56841302821796, -113.47255740832071)"
