Contravention Date,Contravention In Last 7 Days,Ticket Type,Ticket Description,Contravention Code,Contravention Code Suffix,Contravention Code Description,Ticket Issued Via CCTV Camera,Controlled Parking Zone Area,Street,Vehicle Category,Vehicle Removed,Status Of Case,Charging Band Description,Civil Enforcement Officer Error,Penalty Charge Notice Cancelled,Penalty Charge Notice Written Off,Cancellation Reason,Foreign Vehicle,Country Vehicle Registered To,Has Appeal,Formal Representation,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Socrata ID
30/04/2014,No,CCTV TMA,CCTV Parking Contravention,02J,J,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force - camera enforcement,Yes,CA-E,TOTTENHAM COURT ROAD W1,Rigid Truck,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,Yes,E05000129,Bloomsbury,529578,181764,-0.133767,51.519941,"(51.519941, -0.133767)",Fixed CCTV Camera,31/12/2017 03:23:23 AM,1285658
22/10/2014,No,MTC,Moving Traffic Contravention,51J,J,Failing to comply with a no entry restriction - camera enforcement,Yes,CA-L,GRAFTON ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:21 AM,184365
30/09/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-E,HUNTLEY STREET WC1,(Private) Car,No,WrittenOff,Band A (Lower),No,No,Yes,Write Off,No,United Kingdom,No,No,E05000129,Bloomsbury,529471,182183,-0.135155,51.52373,"(51.52373, -0.135155)",Civil Enforcement Officer GPS Location,31/12/2017 03:06:57 AM,1100592
10/01/2015,No,O/S TMA,On Street Contravention,12R,R,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - residents` bay",No,CA-F,HAWLEY STREET NW1,N/A,No,WrittenOff,Band A (Higher),No,No,Yes,Write Off,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:38:47 AM,88190
07/08/2014,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-D,HATTON GARDEN EC1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,531352,181703,-0.10824,51.518982,"(51.518982, -0.10824)",Civil Enforcement Officer GPS Location,31/12/2017 03:16:18 AM,1214039
26/01/2015,No,BUS,Bus Lane Contravention,34J,J,Being in a bus lane - camera enforcement,Yes,CA-C,BLOOMSBURY STREET WC1,Motorcycle,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,530003,181532,-0.12773,51.517758,"(51.517758, -0.12773)",Fixed CCTV Camera,31/12/2017 02:08:02 AM,460135
29/09/2014,No,O/S TMA,On Street Contravention,12T,T,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - voucher/P&D ticket used in permit bay",No,CA-P,GLENBROOK ROAD NW6,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:41:17 AM,115243
12/11/2014,No,O/S TMA,On Street Contravention,25,,Parked in a loading place or bay during restricted hours without loading,No,CA-H,POND STREET NW3,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000135,Hampstead Town,527113,185446,-0.167951,51.553585,"(51.553585, -0.167951)",Civil Enforcement Officer GPS Location,31/12/2017 02:24:44 AM,599775
09/07/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-P,INGLEWOOD ROAD NW6,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:08 AM,48455
10/05/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-H,SHEPHERDS WALK NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:44 AM,15113
04/11/2014,No,O/S TMA,On Street Contravention,02,,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force,No,CA-E,MALET STREET WC1,Rigid Truck,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,529862,181835,-0.129643,51.520514,"(51.520514, -0.129643)",Civil Enforcement Officer GPS Location,31/12/2017 03:28:42 AM,1327937
14/09/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-L,ST. LEONARDS SQUARE NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000136,Haverstock,528359,184705,-0.150248,51.546642,"(51.546642, -0.150248)",Civil Enforcement Officer GPS Location,31/12/2017 03:40:43 AM,1456661
07/06/2014,No,CCTV TMA,CCTV Parking Contravention,62J,J,Parked with one or more wheels on or over a footpath or any part of a road other than a carriageway - camera enforcement,Yes,CA-F,CAMDEN HIGH STREET NW1,(Private) Car,No,WrittenOff,Band A (Higher),No,No,Yes,Write Off,No,United Kingdom,No,Yes,E05000130,Camden Town with Primrose Hill,528851,183954,-0.143438,51.539788,"(51.539788, -0.143438)",Fixed CCTV Camera,31/12/2017 01:50:23 AM,237316
06/12/2014,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-F,PRINCE OF WALES ROAD (CA-F) NW5,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000136,Haverstock,528544,184673,-0.147603,51.546317,"(51.546317, -0.147603)",Civil Enforcement Officer GPS Location,31/12/2017 03:15:32 AM,1200305
07/01/2015,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-K,WEST END LANE (CA-K) NW6,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:36 AM,145003
12/01/2015,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-E,GRAFTON WAY W1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,529314,182179,-0.137418,51.523724,"(51.523724, -0.137418)",Civil Enforcement Officer GPS Location,31/12/2017 03:12:52 AM,1149314
19/04/2014,No,MTC,Moving Traffic Contravention,32D,D,Failing to drive in the direction shown by the arrow on a blue sign (proceeding in the wrong direction),Yes,CA-C,GREAT RUSSELL STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:45:29 AM,162990
18/12/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-G,OSSULSTON STREET NW1,Small Van,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000143,St Pancras and Somers Town,529925,182842,-0.12837,51.529542,"(51.529542, -0.12837)",Civil Enforcement Officer GPS Location,31/12/2017 03:12:52 AM,1149322
02/01/2015,No,O/S TMA,On Street Contravention,12R,R,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - residents` bay",No,CA-B,MANSFIELD ROAD NW3,(Private) Car,No,Outstanding,Band A (Higher),No,No,No,,Yes,Germany,No,No,E05000134,Gospel Oak,527975,185482,-0.155506,51.55372,"(51.55372, -0.155506)",Civil Enforcement Officer GPS Location,31/12/2017 02:45:59 AM,855784
19/01/2015,No,O/S TMA,On Street Contravention,02,,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force,No,CA-C,DENMARK STREET WC2,Other,No,Cancelled,Band A (Higher),No,Yes,No,Lines & Signs Issue,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,529926,181265,-0.128935,51.515372,"(51.515372, -0.128935)",Civil Enforcement Officer GPS Location,31/12/2017 03:28:09 AM,1319653
07/06/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-H,DOWNSHIRE HILL NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000135,Hampstead Town,527063,185814,-0.168538,51.556909,"(51.556909, -0.168538)",Civil Enforcement Officer GPS Location,31/12/2017 03:12:55 AM,1150472
01/05/2014,No,MTC,Moving Traffic Contravention,31J,J,Entering and stopping in a box junction when prohibited - camera enforcement,Yes,CA-C,SHAFTESBURY AVENUE WC2 (SHAFTESBURY AVE),Taxi,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530119,181304,-0.126143,51.515683,"(51.515683, -0.126143)",Fixed CCTV Camera,31/12/2017 02:16:40 AM,562624
02/10/2014,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-B,BELSIZE PARK NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000133,Frognal and Fitzjohns,526645,184534,-0.175023,51.545495,"(51.545495, -0.175023)",Civil Enforcement Officer GPS Location,31/12/2017 02:28:46 AM,659128
20/09/2014,No,CCTV TMA,CCTV Parking Contravention,02J,J,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force - camera enforcement,Yes,CA-C,BLOOMSBURY STREET WC1,Large Van,No,WrittenOff,Band A (Higher),No,No,Yes,Write Off,No,United Kingdom,No,No,E05000129,Bloomsbury,530003,181532,-0.12773,51.517758,"(51.517758, -0.12773)",Fixed CCTV Camera,31/12/2017 03:23:43 AM,1294674
10/02/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-G,BRILL PLACE NW1,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000143,St Pancras and Somers Town,529887,183132,-0.128805,51.532159,"(51.532159, -0.128805)",Civil Enforcement Officer GPS Location,31/12/2017 03:38:53 AM,1424061
30/06/2014,No,O/S TMA,On Street Contravention,12R,R,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - residents` bay",No,CA-S,HEATH DRIVE NW3,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000133,Frognal and Fitzjohns,525525,185537,-0.190805,51.554759,"(51.554759, -0.190805)",Civil Enforcement Officer GPS Location,31/12/2017 02:51:22 AM,921548
24/01/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-F,HARMOOD STREET NW1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000136,Haverstock,528522,184278,-0.148055,51.54277,"(51.54277, -0.148055)",Civil Enforcement Officer GPS Location,31/12/2017 03:41:11 AM,1463343
16/03/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-G,ALDENHAM STREET NW1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:31:01 AM,3985
26/08/2014,No,O/S TMA,On Street Contravention,26,,Parked in a special enforcement area more than 50cm from the edge of the carriageway and not within a designated parking place,No,CA-D,BEDFORD ROW WC1,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,Yes,Netherlands,No,No,,,,,,,,Unknown,31/12/2017 01:44:31 AM,154026
29/01/2015,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-H,HAMPSTEAD HIGH STREET NW3,Motorcycle,No,Cancelled,Band A (Higher),Yes,Yes,No,Civil Enforcement Officer (CEO) Error,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:35 AM,144858
22/11/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-D,RED LION STREET WC1,Small Van,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530758,181671,-0.116808,51.518832,"(51.518832, -0.116808)",Civil Enforcement Officer GPS Location,31/12/2017 03:13:23 AM,1160581
19/01/2015,No,O/S TMA,On Street Contravention,12R,R,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - residents` bay",No,CA-K,ALEXANDRA PLACE NW8,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000140,Kilburn,526417,183904,-0.178531,51.539885,"(51.539885, -0.178531)",Civil Enforcement Officer GPS Location,31/12/2017 02:51:52 AM,931474
01/09/2014,No,O/S TMA,On Street Contravention,19R,R,"Parked in a residents` or shared use parking place or zone either displaying an invalid permit or voucher or pay and display ticket, or after the expiry of paid for time - residents` bay",No,CA-K,SPRINGFIELD LANE NW6,(Private) Car,No,WrittenOff,Band A (Lower),No,No,Yes,Write Off,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:42:07 AM,125635
06/02/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-G,DRUMMOND STREET NW1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000142,Regent's Park,529486,182611,-0.134773,51.527572,"(51.527572, -0.134773)",Civil Enforcement Officer GPS Location,31/12/2017 03:38:53 AM,1424068
11/12/2014,No,CCTV TMA,CCTV Parking Contravention,47J,J,Stopped on a restricted bus stop/stand - camera enforcement,Yes,CA-Q,KILBURN HIGH ROAD,Other,No,Paid/Closed,Band B (Higher),No,No,No,,No,United Kingdom,No,No,E05000140,Kilburn,525351,183725,-0.19396,51.538517,"(51.538517, -0.19396)",Fixed CCTV Camera,31/12/2017 02:00:28 AM,380642
26/06/2014,No,BUS,Bus Lane Contravention,34J,J,Being in a bus lane - camera enforcement,Yes,CA-C,BLOOMSBURY STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,530003,181532,-0.12773,51.517758,"(51.517758, -0.12773)",Fixed CCTV Camera,31/12/2017 02:08:10 AM,461608
22/04/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-E,GRAFTON WAY W1,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Discretion / Mitigation,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:30 AM,53033
28/06/2014,No,O/S TMA,On Street Contravention,12R,R,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - residents` bay",No,CA-B,ORNAN ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:40:17 AM,109188
26/03/2015,No,O/S TMA,On Street Contravention,19R,R,"Parked in a residents` or shared use parking place or zone either displaying an invalid permit or voucher or pay and display ticket, or after the expiry of paid for time - residents` bay",No,CA-B,CROSSFIELD ROAD NW3,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,E05000128,Belsize,526889,184607,-0.17148,51.546097,"(51.546097, -0.17148)",Civil Enforcement Officer GPS Location,31/12/2017 02:34:24 AM,724650
10/06/2014,No,MTC,Moving Traffic Contravention,32D,D,Failing to drive in the direction shown by the arrow on a blue sign (proceeding in the wrong direction),Yes,CA-C,SHAFTESBURY AVENUE WC2,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530119,181304,-0.126143,51.515683,"(51.515683, -0.126143)",Fixed CCTV Camera,31/12/2017 02:15:11 AM,532509
02/10/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-C,BAYLEY STREET WC1,Motorcycle,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,530047,181463,-0.127116,51.517122,"(51.517122, -0.127116)",Civil Enforcement Officer GPS Location,31/12/2017 03:39:50 AM,1441137
18/04/2014,No,MTC,Moving Traffic Contravention,32D,D,Failing to drive in the direction shown by the arrow on a blue sign (proceeding in the wrong direction),Yes,CA-H,PERRINS LANE NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000135,Hampstead Town,526494,185684,-0.176785,51.555868,"(51.555868, -0.176785)",Fixed CCTV Camera,31/12/2017 02:14:39 AM,520720
10/10/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-D,ELM STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530945,182106,-0.113943,51.522694,"(51.522694, -0.113943)",Civil Enforcement Officer GPS Location,31/12/2017 03:39:48 AM,1440335
03/07/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-C,SOUTHAMPTON PLACE WC1,(Private) Car,No,WrittenOff,Band A (Lower),No,No,Yes,Write Off,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530431,181550,-0.121563,51.517819,"(51.517819, -0.121563)",Civil Enforcement Officer GPS Location,31/12/2017 03:06:26 AM,1090530
13/09/2014,No,O/S TMA,On Street Contravention,12R,R,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - residents` bay",No,CA-P,HONEYBOURNE ROAD NW6,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000145,West Hampstead,525566,185137,-0.190358,51.551155,"(51.551155, -0.190358)",Civil Enforcement Officer GPS Location,31/12/2017 02:46:42 AM,868264
13/11/2014,No,O/S TMA,On Street Contravention,19W,W,"Parked in a residents` or shared use parking place or zone either displaying an invalid permit or voucher or pay and display ticket, or after the expiry of paid for time - wrong parking zone",No,CA-S,GREENAWAY GARDENS NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000133,Frognal and Fitzjohns,525883,185456,-0.185666,51.553954,"(51.553954, -0.185666)",Civil Enforcement Officer GPS Location,31/12/2017 02:33:23 AM,705887
01/11/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-C,ENDELL STREET WC2,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530211,181197,-0.124853,51.514694,"(51.514694, -0.124853)",Civil Enforcement Officer GPS Location,31/12/2017 03:38:31 AM,1417483
27/06/2014,No,CCTV TMA,CCTV Parking Contravention,47J,J,Stopped on a restricted bus stop/stand - camera enforcement,Yes,CA-G,EVERSHOLT STREET (CA-G) NW1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000143,St Pancras and Somers Town,529688,182702,-0.131837,51.528345,"(51.528345, -0.131837)",Fixed CCTV Camera,31/12/2017 02:00:19 AM,377610
27/10/2014,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-R,GOLDHURST TERRACE NW6,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000144,Swiss Cottage,525954,184037,-0.185156,51.541189,"(51.541189, -0.185156)",Civil Enforcement Officer GPS Location,31/12/2017 02:29:14 AM,665761
