index,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,director
522,35000000,Comedy Family,,15189,adoption puppy pitbull orphan foster home,en,Hotel for Dogs,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",13.25753,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-16,73034460,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No stray gets turned away.,Hotel for Dogs,5.7,202,Emma Roberts Jake T. Austin Don Cheadle Johnny Simmons Kyla Pratt,Thor Freudenthal
3660,0,Comedy Documentary,,12486,penguin balzen antarctic,en,Farce of the Penguins,"In this spoof of ""March of the Penguins,"" nature footage of penguins near the South Pole gets a soundtrack of human voices. Carl and Jimmy, best friends, walk 70 miles to the mating grounds where the female penguins wait. The huddled masses of females - especially Melissa and Vicki - talk about males, mating, and what might happen this year. Carl, Jimmy, and the other males make the long trek talking about food, fornication and flatulence. Until this year, Carl's sex life has been dismal, but he falls hard for Melissa. She seems to like him. A crisis develops when Jimmy comes upon something soft in the dark. Can friends forgive? Does parenthood await Carl and Melissa?",1.9632189999999998,"[{""name"": ""FOTP Productions"", ""id"": 2679}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-01,0,80.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What Happens In Antarctica... Stays in Antarctica,Farce of the Penguins,3.2,13,Samuel L. Jackson Jim Belushi Whoopi Goldberg Christina Applegate Jason Biggs,Bob Saget
3446,6000000,Documentary,,1777,usa president jihad saudi arabia war on terror iraq,en,Fahrenheit 9/11,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,16.20985,"[{""name"": ""BIM Distribuzione"", ""id"": 225}, {""name"": ""Fellowship Adventure Group"", ""id"": 8734}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-06-25,119114517,122.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Controversy... what controversy?,Fahrenheit 9/11,6.8,397,Robert De Niro Michael Moore George W. Bush Ben Affleck Stevie Wonder,Michael Moore
1636,25000000,Action Comedy Thriller,,18550,hacker undercover agent mafia chain gang fugitive,en,Fled,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",2.77255,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-07-19,17193231,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,See how they run.,Fled,5.2,47,Laurence Fishburne Stephen Baldwin Salma Hayek Will Patton Robert John Burke,Kevin Hooks
4633,0,,,300327,,en,Death Calls,"An action-packed love story on the Mexican border featuring oppression, revenge, reincarnation and rebirth.",0.005883,[],[],2010-09-01,0,0.0,[],Released,,Death Calls,0.0,0,,
201,125000000,Thriller Mystery,http://www.sonypictures.com/homevideo/thedavincicode/index.html,591,paris holy grail christianity monk based on novel,en,The Da Vinci Code,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",45.313196999999995,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Skylark Productions"", ""id"": 8253}, {""name"": ""Government of Malta"", ""id"": 19927}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""MT"", ""name"": ""Malta""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2006-05-17,767820459,149.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Seek the truth.,The Da Vinci Code,6.5,2704,Tom Hanks Audrey Tautou Ian McKellen Paul Bettany Jean Reno,Ron Howard
4133,0,Thriller,http://plushthemovie.com/,215881,woman director,en,Plush,"A young singer/songwriter, despite being married, becomes involved with her new guitarist, who she soon discovers has a dark past and may be a danger to her and those close to her.",5.099368,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global Octane"", ""id"": 49982}, {""name"": ""Reliance"", ""id"": 52075}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-13,0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There's a fine line between love and obsession.,Plush,5.4,40,Emily Browning Xavier Samuel Cam Gigandet Dawn Olivieri Frances Fisher,Catherine Hardwicke
2240,20000000,Crime Drama Thriller,http://amostviolentyear.com/,241239,corruption capitalism winter american dream immigrant,en,A Most Violent Year,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",37.629309,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Before the Door Pictures"", ""id"": 14861}, {""name"": ""Washington Square Films"", ""id"": 14862}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""Old Bull Pictures"", ""id"": 53656}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-30,12007070,125.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The result is never in question. Just the path you take to get there.,A Most Violent Year,6.5,546,Oscar Isaac Jessica Chastain Albert Brooks Elyes Gabel David Oyelowo,J.C. Chandor
3101,0,Comedy Crime Thriller,,64559,,fr,Rien ne va plus,"Betty and Victor are a pair of scam artists. One day Betty brings in Maurice, a treasurer of a multinational company. Maurice is due to transfer 5 millions francs out of Switzerland, and Betty is convinced he plans to steal that money.",0.6279640000000001,"[{""name"": ""Rh\u00f4ne-Alpes Cin\u00e9ma"", ""id"": 1666}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""T\u00e9l\u00e9vision Suisse-Romande (TSR)"", ""id"": 8453}, {""name"": ""MK2 Productions"", ""id"": 9209}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}]",1997-10-15,0,105.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,,The Swindle,6.4,5,Michel Serrault Isabelle Huppert Fran\u00e7ois Cluzet Jean-Fran\u00e7ois Balmer,Claude Chabrol
1866,17000000,Horror Thriller,,11351,father son relationship scarecrow peasant farm immortality,en,Jeepers Creepers 2,"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.",19.045146,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""Jeepers Creepers II"", ""id"": 53348}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-08,63102666,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He can taste your fear.,Jeepers Creepers 2,5.5,299,Ray Wise Jonathan Breck Garikayi Mutambirwa Eric Nenninger Josh Hammond,Victor Salva
3295,8000000,Drama,,251321,new age woman director healer,en,Aloft,"As we follow a mother and her son, we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. In the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.",6.5008349999999995,"[{""name"": ""Arcadia Motion Pictures"", ""id"": 7543}, {""name"": ""Wanda Visi\u00f3n S.A."", ""id"": 10046}, {""name"": ""Buffalo Gal Pictures"", ""id"": 11517}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2014-02-12,53086,112.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Aloft,5.1,41,Jennifer Connelly M\u00e9lanie Laurent Cillian Murphy William Shimell Zen McGrath,Claudia Llosa
4570,439000,Music Comedy Romance,,3062,philadelphia musical stage show director broken ankle,en,42nd Street,"A producer puts on what may be his last Broadway show, and at the last moment a chorus girl has to replace the star.",1.933366,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1933-02-02,2281000,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,42nd Street,6.1,37,Warner Baxter Bebe Daniels George Brent Ruby Keeler Guy Kibbee,Lloyd Bacon
316,100000000,Drama History Crime,http://video.movies.go.com/gangsofnewyork/,3131,fire irish-american immigrant gang war pickpocket,en,Gangs of New York,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",46.160047999999996,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""Alberto Grimaldi Productions"", ""id"": 7381}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2002-12-14,193772504,167.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ga"", ""name"": ""Gaeilge""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,America was born in the streets.,Gangs of New York,7.1,1910,Leonardo DiCaprio Daniel Day-Lewis Cameron Diaz Liam Neeson Brendan Gleeson,Martin Scorsese
1589,30000000,Comedy,,6439,love of animals horse identity crisis farm zebra,en,Racing Stripes,"Shattered illusions are hard to repair -- especially for a good-hearted zebra named Stripes who's spent his life on a Kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. Once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. And with help from the young girl who raised him, he just might end up in the winner's circle.",8.058109,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2005-01-06,93772522,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Cheer 'til you're horse!,Racing Stripes,5.1,123,Frankie Muniz Mandy Moore Hayden Panettiere Bruce Greenwood Wendie Malick,Frederik Du Chau
4065,2100000,Drama Crime,http://miamericamovie.net/,364083,new york state hate crime,en,Mi America,"A hate-crime has been committed in a the small city of Braxton, N.Y. Five migrant laborers have been beaten, shot, then ditched. This will upset the delicate balance of an ethnically diverse populace.",0.039007,"[{""name"": ""Industrial House Films"", ""id"": 65589}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-16,3330,126.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Mi America,0.0,0,Robert Fontaine Michael Brainard Grant Boyd Michael Derek Lily Autumn Page,Robert Fontaine
2750,13200000,Crime Thriller,http://www.sonypictures.com/movies/nogooddeed/,136835,sadistic hostage sociopath serial killer blood,en,No Good Deed,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",24.656067999999998,"[{""name"": ""Will Packer Productions"", ""id"": 49968}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-10,53830415,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,First he gets into your house. Then he gets into your head.,No Good Deed,5.6,181,Idris Elba Taraji P. Henson Leslie Bibb Kate del Castillo Henry Simmons,Sam Miller
2023,22000000,Action Comedy,,11090,dream employee car crash scientist police officer,en,The Animal,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.",13.786075,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-01,84772742,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He wasn't much of a man... Now he's not much of an animal!,The Animal,4.6,304,Rob Schneider Colleen Haskell John C. McGinley Ed Asner Guy Torry,Luke Greenfield
1417,45000000,Action Thriller Crime Mystery,,94348,ex military,en,Alex Cross,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.",14.513243,"[{""name"": ""Summit Entertainment"", ""id"": 491}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-10-18,30353232,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Don't Ever Cross Alex Cross,Alex Cross,5.1,300,Tyler Perry Rachel Nichols Jean Reno Matthew Fox Giancarlo Esposito,Rob Cohen
